,Year,Period,labor force,employment,unemployment,unemployment rate,County
0,2013,Jan,28744,24807,3937,13.7,"San Benito County, CA"
1,2013,Feb,28925,25117,3808,13.2,"San Benito County, CA"
2,2013,Mar,28873,25204,3669,12.7,"San Benito County, CA"
3,2013,Apr,28738,25386,3352,11.7,"San Benito County, CA"
4,2013,May,28604,25379,3225,11.3,"San Benito County, CA"
5,2013,Jun,28697,25444,3253,11.3,"San Benito County, CA"
6,2013,Jul,29281,26090,3191,10.9,"San Benito County, CA"
7,2013,Aug,29072,26099,2973,10.2,"San Benito County, CA"
8,2013,Sep,28986,26198,2788,9.6,"San Benito County, CA"
9,2013,Oct,28819,26035,2784,9.7,"San Benito County, CA"
10,2013,Nov,28498,25603,2895,10.2,"San Benito County, CA"
11,2013,Dec,28494,25525,2969,10.4,"San Benito County, CA"
12,2014,Jan,28831,25528,3303,11.5,"San Benito County, CA"
13,2014,Feb,29002,25676,3326,11.5,"San Benito County, CA"
14,2014,Mar,29268,25921,3347,11.4,"San Benito County, CA"
15,2014,Apr,29183,26288,2895,9.9,"San Benito County, CA"
16,2014,May,29162,26409,2753,9.4,"San Benito County, CA"
17,2014,Jun,29113,26440,2673,9.2,"San Benito County, CA"
18,2014,Jul,29290,26596,2694,9.2,"San Benito County, CA"
19,2014,Aug,29110,26616,2494,8.6,"San Benito County, CA"
20,2014,Sep,29050,26799,2251,7.7,"San Benito County, CA"
21,2014,Oct,29291,26986,2305,7.9,"San Benito County, CA"
22,2014,Nov,29113,26668,2445,8.4,"San Benito County, CA"
23,2014,Dec,29035,26538,2497,8.6,"San Benito County, CA"
24,2015,Jan,29582,26822,2760,9.3,"San Benito County, CA"
25,2015,Feb,29714,27009,2705,9.1,"San Benito County, CA"
26,2015,Mar,29787,27113,2674,9.0,"San Benito County, CA"
27,2015,Apr,29704,27271,2433,8.2,"San Benito County, CA"
28,2015,May,29844,27507,2337,7.8,"San Benito County, CA"
29,2015,Jun,29897,27650,2247,7.5,"San Benito County, CA"
30,2015,Jul,29937,27809,2128,7.1,"San Benito County, CA"
31,2015,Aug,29803,27843,1960,6.6,"San Benito County, CA"
32,2015,Sep,29646,27842,1804,6.1,"San Benito County, CA"
33,2015,Oct,29833,27936,1897,6.4,"San Benito County, CA"
34,2015,Nov,29680,27622,2058,6.9,"San Benito County, CA"
35,2015,Dec,29681,27521,2160,7.3,"San Benito County, CA"
36,2016,Jan,30254,27818,2436,8.1,"San Benito County, CA"
37,2016,Feb,30450,28045,2405,7.9,"San Benito County, CA"
38,2016,Mar,30656,28179,2477,8.1,"San Benito County, CA"
39,2016,Apr,30391,28248,2143,7.1,"San Benito County, CA"
40,2016,May,30401,28483,1918,6.3,"San Benito County, CA"
41,2016,Jun,30664,28655,2009,6.6,"San Benito County, CA"
42,2016,Jul,30634,28701,1933,6.3,"San Benito County, CA"
43,2016,Aug,30489,28627,1862,6.1,"San Benito County, CA"
44,2016,Sep,30404,28643,1761,5.8,"San Benito County, CA"
45,2016,Oct,30466,28722,1744,5.7,"San Benito County, CA"
46,2016,Nov,30301,28516,1785,5.9,"San Benito County, CA"
47,2016,Dec,30091,28133,1958,6.5,"San Benito County, CA"
48,2017,Jan,30100,27877,2223,7.4,"San Benito County, CA"
49,2017,Feb,30391,28118,2273,7.5,"San Benito County, CA"
50,2017,Mar,30538,28341,2197,7.2,"San Benito County, CA"
51,2017,Apr,30556,28680,1876,6.1,"San Benito County, CA"
52,2017,May,30593,28899,1694,5.5,"San Benito County, CA"
53,2017,Jun,30811,29070,1741,5.7,"San Benito County, CA"
54,2017,Jul,31163,29447,1716,5.5,"San Benito County, CA"
55,2017,Aug,30835,29222,1613,5.2,"San Benito County, CA"
56,2017,Sep,30655,29254,1401,4.6,"San Benito County, CA"
57,2017,Oct,30583,29171,1412,4.6,"San Benito County, CA"
58,2017,Nov,30500,29003,1497,4.9,"San Benito County, CA"
59,2017,Dec,30321,28645,1676,5.5,"San Benito County, CA"
60,2018,Jan,30761,28899,1862,6.1,"San Benito County, CA"
61,2018,Feb,31289,29339,1950,6.2,"San Benito County, CA"
62,2018,Mar,31272,29352,1920,6.1,"San Benito County, CA"
63,2018,Apr,31090,29457,1633,5.3,"San Benito County, CA"
64,2018,May,31137,29681,1456,4.7,"San Benito County, CA"
65,2018,Jun,31340,29743,1597,5.1,"San Benito County, CA"
66,2018,Jul,31617,30090,1527,4.8,"San Benito County, CA"
67,2018,Aug,31088,29689,1399,4.5,"San Benito County, CA"
68,2018,Sep,31081,29811,1270,4.1,"San Benito County, CA"
69,2018,Oct,31293,29980,1313,4.2,"San Benito County, CA"
70,2018,Nov,31243,29840,1403,4.5,"San Benito County, CA"
71,2018,Dec,31187,29508,1679,5.4,"San Benito County, CA"
72,2019,Jan,32254,30167,2087,6.5,"San Benito County, CA"
73,2019,Feb,32533,30471,2062,6.3,"San Benito County, CA"
74,2019,Mar,32535,30483,2052,6.3,"San Benito County, CA"
75,2019,Apr,32049,30432,1617,5.0,"San Benito County, CA"
76,2019,May,31957,30545,1412,4.4,"San Benito County, CA"
77,2019,Jun,32056,30539,1517,4.7,"San Benito County, CA"
78,2019,Jul,32597,31030,1567,4.8,"San Benito County, CA"
79,2019,Aug,32275,30865,1410,4.4,"San Benito County, CA"
80,2019,Sep,32174,30944,1230,3.8,"San Benito County, CA"
81,2019,Oct,32543,31186,1357,4.2,"San Benito County, CA"
82,2019,Nov,32530,31094,1436,4.4,"San Benito County, CA"
83,2019,Dec,32390,30777,1613,5.0,"San Benito County, CA"
84,2020,Jan,33393,31384,2009,6.0,"San Benito County, CA"
85,2020,Feb,33743,31786,1957,5.8,"San Benito County, CA"
86,2020,Mar,33723,30875,2848,8.4,"San Benito County, CA"
87,2020,Apr,33742,27455,6287,18.6,"San Benito County, CA"
88,2020,May,32199,27395,4804,14.9,"San Benito County, CA"
89,2020,Jun,32589,28580,4009,12.3,"San Benito County, CA"
90,2020,Jul,32569,28971,3598,11.0,"San Benito County, CA"
91,2020,Aug,32095,29225,2870,8.9,"San Benito County, CA"
92,2020,Sep,31883,29160,2723,8.5,"San Benito County, CA"
93,2020,Oct,31997,29552,2445,7.6,"San Benito County, CA"
94,2020,Nov,31743,29238,2505,7.9,"San Benito County, CA"
95,2020,Dec,31667,28963,2704,8.5,"San Benito County, CA"
96,2021,Jan,31713,28752,2961,9.3,"San Benito County, CA"
97,2021,Feb,31956,29012,2944,9.2,"San Benito County, CA"
98,2021,Mar,31917,29094,2823,8.8,"San Benito County, CA"
99,2021,Apr,31604,29007,2597,8.2,"San Benito County, CA"
100,2021,May,31603,29245,2358,7.5,"San Benito County, CA"
101,2021,Jun,31785,29268,2517,7.9,"San Benito County, CA"
102,2021,Jul,32032,29729,2303,7.2,"San Benito County, CA"
103,2021,Aug,31828,29685,2143,6.7,"San Benito County, CA"
104,2021,Sep,31776,29943,1833,5.8,"San Benito County, CA"
105,2021,Oct,31862,30035,1827,5.7,"San Benito County, CA"
106,2021,Nov,31973,30214,1759,5.5,"San Benito County, CA"
107,2021,Dec,31921,30090,1831,5.7,"San Benito County, CA"
108,2022,Jan,32189,29991,2198,6.8,"San Benito County, CA"
109,2022,Feb,32389,30294,2095,6.5,"San Benito County, CA"
110,2022,Mar,32507,30624,1883,5.8,"San Benito County, CA"
111,2022,Apr,32085,30456,1629,5.1,"San Benito County, CA"
112,2022,May,32188,30752,1436,4.5,"San Benito County, CA"
113,2022,Jun,32215,30750,1465,4.5,"San Benito County, CA"
114,2022,Jul,32545,31103,1442,4.4,"San Benito County, CA"
115,2022,Aug,32526,31102,1424,4.4,"San Benito County, CA"
116,2022,Sep,32530,31244,1286,4.0,"San Benito County, CA"
117,2022,Oct,32875,31443,1432,4.4,"San Benito County, CA"
118,2022,Nov,32833,31263,1570,4.8,"San Benito County, CA"
119,2022,Dec,32882,31251,1631,5.0,"San Benito County, CA"
120,2023,Jan,32593,30559,2034,6.2,"San Benito County, CA"
121,2023,Feb,33075,30895,2180,6.6,"San Benito County, CA"
122,2023,Mar,33359,31087,2272,6.8,"San Benito County, CA"
123,2023,Apr,32740,30834,1906,5.8,"San Benito County, CA"
124,2023,May,32552,30632,1920,5.9,"San Benito County, CA"
125,2023,Jun,32449,30548,1901,5.9,"San Benito County, CA"
126,2023,Jul,32738,30970,1768,5.4,"San Benito County, CA"
127,2023,Aug,32635,30809,1826,5.6,"San Benito County, CA"
128,2023,Sep,32637,30953,1684,5.2,"San Benito County, CA"
129,2023,Oct,32783,31020,1763,5.4,"San Benito County, CA"
0,2013,Jan,14010,13010,1000,7.1,"Wakulla County, FL"
1,2013,Feb,14038,13122,916,6.5,"Wakulla County, FL"
2,2013,Mar,14026,13157,869,6.2,"Wakulla County, FL"
3,2013,Apr,14077,13235,842,6.0,"Wakulla County, FL"
4,2013,May,13864,12999,865,6.2,"Wakulla County, FL"
5,2013,Jun,13898,12982,916,6.6,"Wakulla County, FL"
6,2013,Jul,13964,13050,914,6.5,"Wakulla County, FL"
7,2013,Aug,13925,13050,875,6.3,"Wakulla County, FL"
8,2013,Sep,14256,13409,847,5.9,"Wakulla County, FL"
9,2013,Oct,14233,13395,838,5.9,"Wakulla County, FL"
10,2013,Nov,14138,13309,829,5.9,"Wakulla County, FL"
11,2013,Dec,13992,13197,795,5.7,"Wakulla County, FL"
12,2014,Jan,14140,13298,842,6.0,"Wakulla County, FL"
13,2014,Feb,14355,13532,823,5.7,"Wakulla County, FL"
14,2014,Mar,14342,13548,794,5.5,"Wakulla County, FL"
15,2014,Apr,14353,13641,712,5.0,"Wakulla County, FL"
16,2014,May,14199,13437,762,5.4,"Wakulla County, FL"
17,2014,Jun,14152,13384,768,5.4,"Wakulla County, FL"
18,2014,Jul,14197,13398,799,5.6,"Wakulla County, FL"
19,2014,Aug,14170,13381,789,5.6,"Wakulla County, FL"
20,2014,Sep,14530,13794,736,5.1,"Wakulla County, FL"
21,2014,Oct,14511,13790,721,5.0,"Wakulla County, FL"
22,2014,Nov,14294,13569,725,5.1,"Wakulla County, FL"
23,2014,Dec,14131,13462,669,4.7,"Wakulla County, FL"
24,2015,Jan,14045,13309,736,5.2,"Wakulla County, FL"
25,2015,Feb,14064,13398,666,4.7,"Wakulla County, FL"
26,2015,Mar,14018,13373,645,4.6,"Wakulla County, FL"
27,2015,Apr,14053,13428,625,4.4,"Wakulla County, FL"
28,2015,May,13902,13232,670,4.8,"Wakulla County, FL"
29,2015,Jun,13910,13219,691,5.0,"Wakulla County, FL"
30,2015,Jul,13912,13214,698,5.0,"Wakulla County, FL"
31,2015,Aug,13911,13250,661,4.8,"Wakulla County, FL"
32,2015,Sep,14206,13560,646,4.5,"Wakulla County, FL"
33,2015,Oct,14207,13566,641,4.5,"Wakulla County, FL"
34,2015,Nov,13997,13363,634,4.5,"Wakulla County, FL"
35,2015,Dec,13921,13319,602,4.3,"Wakulla County, FL"
36,2016,Jan,14038,13387,651,4.6,"Wakulla County, FL"
37,2016,Feb,14227,13634,593,4.2,"Wakulla County, FL"
38,2016,Mar,14193,13623,570,4.0,"Wakulla County, FL"
39,2016,Apr,14315,13756,559,3.9,"Wakulla County, FL"
40,2016,May,14214,13662,552,3.9,"Wakulla County, FL"
41,2016,Jun,14239,13598,641,4.5,"Wakulla County, FL"
42,2016,Jul,14341,13699,642,4.5,"Wakulla County, FL"
43,2016,Aug,14330,13710,620,4.3,"Wakulla County, FL"
44,2016,Sep,14716,14105,611,4.2,"Wakulla County, FL"
45,2016,Oct,14686,14084,602,4.1,"Wakulla County, FL"
46,2016,Nov,14492,13911,581,4.0,"Wakulla County, FL"
47,2016,Dec,14312,13751,561,3.9,"Wakulla County, FL"
48,2017,Jan,14152,13552,600,4.2,"Wakulla County, FL"
49,2017,Feb,14340,13793,547,3.8,"Wakulla County, FL"
50,2017,Mar,14297,13786,511,3.6,"Wakulla County, FL"
51,2017,Apr,14462,13978,484,3.3,"Wakulla County, FL"
52,2017,May,14371,13876,495,3.4,"Wakulla County, FL"
53,2017,Jun,14271,13712,559,3.9,"Wakulla County, FL"
54,2017,Jul,14343,13774,569,4.0,"Wakulla County, FL"
55,2017,Aug,14148,13593,555,3.9,"Wakulla County, FL"
56,2017,Sep,14655,14151,504,3.4,"Wakulla County, FL"
57,2017,Oct,14597,14105,492,3.4,"Wakulla County, FL"
58,2017,Nov,14493,13981,512,3.5,"Wakulla County, FL"
59,2017,Dec,14344,13874,470,3.3,"Wakulla County, FL"
60,2018,Jan,14470,13932,538,3.7,"Wakulla County, FL"
61,2018,Feb,14631,14130,501,3.4,"Wakulla County, FL"
62,2018,Mar,14562,14080,482,3.3,"Wakulla County, FL"
63,2018,Apr,14680,14245,435,3.0,"Wakulla County, FL"
64,2018,May,14606,14173,433,3.0,"Wakulla County, FL"
65,2018,Jun,14546,14017,529,3.6,"Wakulla County, FL"
66,2018,Jul,14604,14104,500,3.4,"Wakulla County, FL"
67,2018,Aug,14442,13971,471,3.3,"Wakulla County, FL"
68,2018,Sep,14865,14432,433,2.9,"Wakulla County, FL"
69,2018,Oct,14840,14400,440,3.0,"Wakulla County, FL"
70,2018,Nov,14811,14364,447,3.0,"Wakulla County, FL"
71,2018,Dec,14682,14238,444,3.0,"Wakulla County, FL"
72,2019,Jan,15206,14667,539,3.5,"Wakulla County, FL"
73,2019,Feb,15235,14784,451,3.0,"Wakulla County, FL"
74,2019,Mar,15230,14781,449,2.9,"Wakulla County, FL"
75,2019,Apr,15297,14890,407,2.7,"Wakulla County, FL"
76,2019,May,15173,14742,431,2.8,"Wakulla County, FL"
77,2019,Jun,15116,14627,489,3.2,"Wakulla County, FL"
78,2019,Jul,15240,14728,512,3.4,"Wakulla County, FL"
79,2019,Aug,15169,14688,481,3.2,"Wakulla County, FL"
80,2019,Sep,15591,15155,436,2.8,"Wakulla County, FL"
81,2019,Oct,15606,15160,446,2.9,"Wakulla County, FL"
82,2019,Nov,15478,15061,417,2.7,"Wakulla County, FL"
83,2019,Dec,15361,14969,392,2.6,"Wakulla County, FL"
84,2020,Jan,15574,15114,460,3.0,"Wakulla County, FL"
85,2020,Feb,15667,15276,391,2.5,"Wakulla County, FL"
86,2020,Mar,15287,14737,550,3.6,"Wakulla County, FL"
87,2020,Apr,13876,12958,918,6.6,"Wakulla County, FL"
88,2020,May,14497,13485,1012,7.0,"Wakulla County, FL"
89,2020,Jun,14562,13653,909,6.2,"Wakulla County, FL"
90,2020,Jul,14847,13829,1018,6.9,"Wakulla County, FL"
91,2020,Aug,14952,14219,733,4.9,"Wakulla County, FL"
92,2020,Sep,15253,14566,687,4.5,"Wakulla County, FL"
93,2020,Oct,15449,14855,594,3.8,"Wakulla County, FL"
94,2020,Nov,15292,14705,587,3.8,"Wakulla County, FL"
95,2020,Dec,15028,14454,574,3.8,"Wakulla County, FL"
96,2021,Jan,15077,14494,583,3.9,"Wakulla County, FL"
97,2021,Feb,15168,14636,532,3.5,"Wakulla County, FL"
98,2021,Mar,15232,14723,509,3.3,"Wakulla County, FL"
99,2021,Apr,15345,14860,485,3.2,"Wakulla County, FL"
100,2021,May,15214,14743,471,3.1,"Wakulla County, FL"
101,2021,Jun,15325,14737,588,3.8,"Wakulla County, FL"
102,2021,Jul,15369,14800,569,3.7,"Wakulla County, FL"
103,2021,Aug,15342,14807,535,3.5,"Wakulla County, FL"
104,2021,Sep,15793,15324,469,3.0,"Wakulla County, FL"
105,2021,Oct,15819,15367,452,2.9,"Wakulla County, FL"
106,2021,Nov,15798,15363,435,2.8,"Wakulla County, FL"
107,2021,Dec,15632,15245,387,2.5,"Wakulla County, FL"
108,2022,Jan,15727,15235,492,3.1,"Wakulla County, FL"
109,2022,Feb,15795,15353,442,2.8,"Wakulla County, FL"
110,2022,Mar,15808,15418,390,2.5,"Wakulla County, FL"
111,2022,Apr,15960,15583,377,2.4,"Wakulla County, FL"
112,2022,May,15849,15471,378,2.4,"Wakulla County, FL"
113,2022,Jun,15913,15472,441,2.8,"Wakulla County, FL"
114,2022,Jul,15956,15529,427,2.7,"Wakulla County, FL"
115,2022,Aug,15909,15500,409,2.6,"Wakulla County, FL"
116,2022,Sep,16371,15975,396,2.4,"Wakulla County, FL"
117,2022,Oct,16347,15958,389,2.4,"Wakulla County, FL"
118,2022,Nov,16189,15819,370,2.3,"Wakulla County, FL"
119,2022,Dec,16071,15754,317,2.0,"Wakulla County, FL"
120,2023,Jan,16115,15738,377,2.3,"Wakulla County, FL"
121,2023,Feb,16277,15897,380,2.3,"Wakulla County, FL"
122,2023,Mar,16319,15938,381,2.3,"Wakulla County, FL"
123,2023,Apr,16329,15985,344,2.1,"Wakulla County, FL"
124,2023,May,16269,15876,393,2.4,"Wakulla County, FL"
125,2023,Jun,16466,15996,470,2.9,"Wakulla County, FL"
126,2023,Jul,16567,16099,468,2.8,"Wakulla County, FL"
127,2023,Aug,16674,16191,483,2.9,"Wakulla County, FL"
128,2023,Sep,17002,16532,470,2.8,"Wakulla County, FL"
129,2023,Oct,16964,16478,486,2.9,"Wakulla County, FL"
0,2013,Jan,136999,128787,8212,6.0,"Marin County, CA"
1,2013,Feb,136911,129199,7712,5.6,"Marin County, CA"
2,2013,Mar,136656,129229,7427,5.4,"Marin County, CA"
3,2013,Apr,137265,130482,6783,4.9,"Marin County, CA"
4,2013,May,138145,131309,6836,4.9,"Marin County, CA"
5,2013,Jun,139084,131347,7737,5.6,"Marin County, CA"
6,2013,Jul,140297,132525,7772,5.5,"Marin County, CA"
7,2013,Aug,139053,131714,7339,5.3,"Marin County, CA"
8,2013,Sep,137461,130488,6973,5.1,"Marin County, CA"
9,2013,Oct,136695,129701,6994,5.1,"Marin County, CA"
10,2013,Nov,137781,131139,6642,4.8,"Marin County, CA"
11,2013,Dec,137335,131180,6155,4.5,"Marin County, CA"
12,2014,Jan,136779,130216,6563,4.8,"Marin County, CA"
13,2014,Feb,137958,131282,6676,4.8,"Marin County, CA"
14,2014,Mar,138307,131708,6599,4.8,"Marin County, CA"
15,2014,Apr,136951,131470,5481,4.0,"Marin County, CA"
16,2014,May,137971,132339,5632,4.1,"Marin County, CA"
17,2014,Jun,138433,132387,6046,4.4,"Marin County, CA"
18,2014,Jul,140834,134261,6573,4.7,"Marin County, CA"
19,2014,Aug,139569,133267,6302,4.5,"Marin County, CA"
20,2014,Sep,138757,133069,5688,4.1,"Marin County, CA"
21,2014,Oct,139262,133610,5652,4.1,"Marin County, CA"
22,2014,Nov,138964,133376,5588,4.0,"Marin County, CA"
23,2014,Dec,137710,132737,4973,3.6,"Marin County, CA"
24,2015,Jan,137790,132207,5583,4.1,"Marin County, CA"
25,2015,Feb,137716,132460,5256,3.8,"Marin County, CA"
26,2015,Mar,138372,133215,5157,3.7,"Marin County, CA"
27,2015,Apr,138084,133306,4778,3.5,"Marin County, CA"
28,2015,May,139087,134337,4750,3.4,"Marin County, CA"
29,2015,Jun,139009,133911,5098,3.7,"Marin County, CA"
30,2015,Jul,140157,134751,5406,3.9,"Marin County, CA"
31,2015,Aug,139818,134749,5069,3.6,"Marin County, CA"
32,2015,Sep,138676,134034,4642,3.3,"Marin County, CA"
33,2015,Oct,139000,134243,4757,3.4,"Marin County, CA"
34,2015,Nov,138384,133776,4608,3.3,"Marin County, CA"
35,2015,Dec,138038,133629,4409,3.2,"Marin County, CA"
36,2016,Jan,138085,133415,4670,3.4,"Marin County, CA"
37,2016,Feb,139321,134659,4662,3.3,"Marin County, CA"
38,2016,Mar,139593,134838,4755,3.4,"Marin County, CA"
39,2016,Apr,138446,134031,4415,3.2,"Marin County, CA"
40,2016,May,139056,135061,3995,2.9,"Marin County, CA"
41,2016,Jun,139856,134986,4870,3.5,"Marin County, CA"
42,2016,Jul,141657,136641,5016,3.5,"Marin County, CA"
43,2016,Aug,140861,135961,4900,3.5,"Marin County, CA"
44,2016,Sep,140197,135564,4633,3.3,"Marin County, CA"
45,2016,Oct,140098,135427,4671,3.3,"Marin County, CA"
46,2016,Nov,139277,134940,4337,3.1,"Marin County, CA"
47,2016,Dec,139138,134956,4182,3.0,"Marin County, CA"
48,2017,Jan,138592,133881,4711,3.4,"Marin County, CA"
49,2017,Feb,139776,135306,4470,3.2,"Marin County, CA"
50,2017,Mar,139891,135676,4215,3.0,"Marin County, CA"
51,2017,Apr,138603,134725,3878,2.8,"Marin County, CA"
52,2017,May,139167,135428,3739,2.7,"Marin County, CA"
53,2017,Jun,140145,135819,4326,3.1,"Marin County, CA"
54,2017,Jul,141518,136961,4557,3.2,"Marin County, CA"
55,2017,Aug,140174,135737,4437,3.2,"Marin County, CA"
56,2017,Sep,140225,136429,3796,2.7,"Marin County, CA"
57,2017,Oct,139515,135860,3655,2.6,"Marin County, CA"
58,2017,Nov,139284,135819,3465,2.5,"Marin County, CA"
59,2017,Dec,138688,135364,3324,2.4,"Marin County, CA"
60,2018,Jan,138191,134464,3727,2.7,"Marin County, CA"
61,2018,Feb,139355,135774,3581,2.6,"Marin County, CA"
62,2018,Mar,139275,135877,3398,2.4,"Marin County, CA"
63,2018,Apr,138326,135192,3134,2.3,"Marin County, CA"
64,2018,May,139053,136187,2866,2.1,"Marin County, CA"
65,2018,Jun,139461,135779,3682,2.6,"Marin County, CA"
66,2018,Jul,141614,137974,3640,2.6,"Marin County, CA"
67,2018,Aug,139883,136278,3605,2.6,"Marin County, CA"
68,2018,Sep,140477,137194,3283,2.3,"Marin County, CA"
69,2018,Oct,140819,137404,3415,2.4,"Marin County, CA"
70,2018,Nov,140375,137090,3285,2.3,"Marin County, CA"
71,2018,Dec,139689,136436,3253,2.3,"Marin County, CA"
72,2019,Jan,138495,134573,3922,2.8,"Marin County, CA"
73,2019,Feb,139076,135623,3453,2.5,"Marin County, CA"
74,2019,Mar,139290,135772,3518,2.5,"Marin County, CA"
75,2019,Apr,137150,134277,2873,2.1,"Marin County, CA"
76,2019,May,137608,134868,2740,2.0,"Marin County, CA"
77,2019,Jun,138038,134676,3362,2.4,"Marin County, CA"
78,2019,Jul,140416,136825,3591,2.6,"Marin County, CA"
79,2019,Aug,139491,136043,3448,2.5,"Marin County, CA"
80,2019,Sep,139626,136697,2929,2.1,"Marin County, CA"
81,2019,Oct,139613,136545,3068,2.2,"Marin County, CA"
82,2019,Nov,139003,135949,3054,2.2,"Marin County, CA"
83,2019,Dec,138817,135919,2898,2.1,"Marin County, CA"
84,2020,Jan,138816,135385,3431,2.5,"Marin County, CA"
85,2020,Feb,139515,136241,3274,2.3,"Marin County, CA"
86,2020,Mar,136820,131993,4827,3.5,"Marin County, CA"
87,2020,Apr,124787,109523,15264,12.2,"Marin County, CA"
88,2020,May,124372,110423,13949,11.2,"Marin County, CA"
89,2020,Jun,129864,116982,12882,9.9,"Marin County, CA"
90,2020,Jul,130716,118789,11927,9.1,"Marin County, CA"
91,2020,Aug,130098,120454,9644,7.4,"Marin County, CA"
92,2020,Sep,129680,120659,9021,7.0,"Marin County, CA"
93,2020,Oct,129754,122051,7703,5.9,"Marin County, CA"
94,2020,Nov,128327,120921,7406,5.8,"Marin County, CA"
95,2020,Dec,128058,120733,7325,5.7,"Marin County, CA"
96,2021,Jan,126679,119317,7362,5.8,"Marin County, CA"
97,2021,Feb,127760,120698,7062,5.5,"Marin County, CA"
98,2021,Mar,128831,122091,6740,5.2,"Marin County, CA"
99,2021,Apr,127654,121169,6485,5.1,"Marin County, CA"
100,2021,May,127990,122056,5934,4.6,"Marin County, CA"
101,2021,Jun,129192,122560,6632,5.1,"Marin County, CA"
102,2021,Jul,131679,125346,6333,4.8,"Marin County, CA"
103,2021,Aug,130563,124522,6041,4.6,"Marin County, CA"
104,2021,Sep,130708,125710,4998,3.8,"Marin County, CA"
105,2021,Oct,131116,126288,4828,3.7,"Marin County, CA"
106,2021,Nov,131087,126739,4348,3.3,"Marin County, CA"
107,2021,Dec,130477,126566,3911,3.0,"Marin County, CA"
108,2022,Jan,129982,125528,4454,3.4,"Marin County, CA"
109,2022,Feb,131087,127037,4050,3.1,"Marin County, CA"
110,2022,Mar,131766,128132,3634,2.8,"Marin County, CA"
111,2022,Apr,130177,127018,3159,2.4,"Marin County, CA"
112,2022,May,131391,128499,2892,2.2,"Marin County, CA"
113,2022,Jun,132423,128891,3532,2.7,"Marin County, CA"
114,2022,Jul,132689,129209,3480,2.6,"Marin County, CA"
115,2022,Aug,132440,128836,3604,2.7,"Marin County, CA"
116,2022,Sep,132630,129468,3162,2.4,"Marin County, CA"
117,2022,Oct,132351,128985,3366,2.5,"Marin County, CA"
118,2022,Nov,131436,127994,3442,2.6,"Marin County, CA"
119,2022,Dec,131593,128432,3161,2.4,"Marin County, CA"
120,2023,Jan,130593,126599,3994,3.1,"Marin County, CA"
121,2023,Feb,132048,127884,4164,3.2,"Marin County, CA"
122,2023,Mar,131982,127874,4108,3.1,"Marin County, CA"
123,2023,Apr,130836,127088,3748,2.9,"Marin County, CA"
124,2023,May,131365,127395,3970,3.0,"Marin County, CA"
125,2023,Jun,131909,127375,4534,3.4,"Marin County, CA"
126,2023,Jul,133071,128622,4449,3.3,"Marin County, CA"
127,2023,Aug,132340,127416,4924,3.7,"Marin County, CA"
128,2023,Sep,133350,128665,4685,3.5,"Marin County, CA"
129,2023,Oct,132837,128112,4725,3.6,"Marin County, CA"
0,2013,Jan,7667,6551,1116,14.6,"Mariposa County, CA"
1,2013,Feb,7607,6568,1039,13.7,"Mariposa County, CA"
2,2013,Mar,7685,6680,1005,13.1,"Mariposa County, CA"
3,2013,Apr,7875,6997,878,11.1,"Mariposa County, CA"
4,2013,May,8365,7597,768,9.2,"Mariposa County, CA"
5,2013,Jun,9026,8215,811,9.0,"Mariposa County, CA"
6,2013,Jul,9048,8265,783,8.7,"Mariposa County, CA"
7,2013,Aug,8938,8202,736,8.2,"Mariposa County, CA"
8,2013,Sep,8815,8103,712,8.1,"Mariposa County, CA"
9,2013,Oct,8156,7247,909,11.1,"Mariposa County, CA"
10,2013,Nov,7635,6801,834,10.9,"Mariposa County, CA"
11,2013,Dec,7597,6711,886,11.7,"Mariposa County, CA"
12,2014,Jan,7399,6410,989,13.4,"Mariposa County, CA"
13,2014,Feb,7542,6613,929,12.3,"Mariposa County, CA"
14,2014,Mar,7594,6674,920,12.1,"Mariposa County, CA"
15,2014,Apr,7774,7062,712,9.2,"Mariposa County, CA"
16,2014,May,8164,7534,630,7.7,"Mariposa County, CA"
17,2014,Jun,8718,8077,641,7.4,"Mariposa County, CA"
18,2014,Jul,8823,8166,657,7.4,"Mariposa County, CA"
19,2014,Aug,8763,8140,623,7.1,"Mariposa County, CA"
20,2014,Sep,8660,8092,568,6.6,"Mariposa County, CA"
21,2014,Oct,8180,7601,579,7.1,"Mariposa County, CA"
22,2014,Nov,7735,7072,663,8.6,"Mariposa County, CA"
23,2014,Dec,7564,6864,700,9.3,"Mariposa County, CA"
24,2015,Jan,7538,6746,792,10.5,"Mariposa County, CA"
25,2015,Feb,7400,6615,785,10.6,"Mariposa County, CA"
26,2015,Mar,7521,6775,746,9.9,"Mariposa County, CA"
27,2015,Apr,7752,7183,569,7.3,"Mariposa County, CA"
28,2015,May,8202,7676,526,6.4,"Mariposa County, CA"
29,2015,Jun,8642,8136,506,5.9,"Mariposa County, CA"
30,2015,Jul,8709,8202,507,5.8,"Mariposa County, CA"
31,2015,Aug,8695,8235,460,5.3,"Mariposa County, CA"
32,2015,Sep,8593,8165,428,5.0,"Mariposa County, CA"
33,2015,Oct,7981,7521,460,5.8,"Mariposa County, CA"
34,2015,Nov,7628,7091,537,7.0,"Mariposa County, CA"
35,2015,Dec,7476,6891,585,7.8,"Mariposa County, CA"
36,2016,Jan,7358,6676,682,9.3,"Mariposa County, CA"
37,2016,Feb,7314,6670,644,8.8,"Mariposa County, CA"
38,2016,Mar,7129,6458,671,9.4,"Mariposa County, CA"
